pdb_id,type,rmsd,rg_diff_A,of_rmsd,OpenFold Accuracy,pair_id,ref_pr_div,apo_holo_similarity
1JFJ-3_A,OpenFold,13.698426485061646,-9.202855653289152,13.698426485061646,Low,1JFK_A,0.5547103349508453,Low
1LAH_E,OpenFold,0.4350994899868965,0.0410064507249297,0.4350994899868965,High,2LAO_A,0.13537980622580342,Low
1LIP-2_A,OpenFold,2.2875186800956726,0.520425878309001,2.2875186800956726,Medium,1JTB-6_A,0.07682515958873515,Medium
1AEL-12_A,OpenFold,2.485528588294983,0.285270238542763,2.485528588294983,Medium,1URE-8_A,0.06288195333902961,Medium
2RCS_H,OpenFold,5.376092195510864,-2.2058965529227548,5.376092195510864,Low,1AJ7_H,0.18462676380120685,Low
1JTB-6_A,OpenFold,2.950222790241241,0.6307851547033927,2.950222790241241,Medium,1LIP-2_A,0.07682515958873515,Medium
2CG7_A,OpenFold,0.9254872798919678,-0.3327146907730394,0.9254872798919678,High,2CG6_A,0.13618919678255356,Low
1SKT-10_A,OpenFold,5.028528571128845,1.0393561956786734,5.028528571128845,Low,1TNQ-33_A,0.33031450366672227,Low
1QJ8_A,OpenFold,1.312507539987564,0.0465593465888547,1.312507539987564,Medium,1ORM-9_A,0.14533221327640766,Low
2K43-1_A,OpenFold,2.8643620014190674,-0.2707060207766831,2.8643620014190674,Medium,2K8R-1_A,0.036277752482186294,High
2JU8-9_A,OpenFold,1.8164202570915224,-0.9875953182755136,1.8164202570915224,Medium,2JU3-3_A,0.10032063455564244,Low
1EQM_A,OpenFold,3.968024253845215,-0.9107409193460024,3.968024253845215,Medium,2F63-4_A,0.16231111310742183,Low
1JFK_A,OpenFold,13.2603120803833,-2.426824956834339,13.2603120803833,Low,1JFJ-3_A,0.5547103349508453,Low
2NLN-4_A,OpenFold,3.898136019706726,0.11091222601596,3.898136019706726,Medium,1RRO_A,0.0407880062275198,High
1WD7_B,OpenFold,5.220727324485779,0.4819171661624999,5.220727324485779,Low,1WCW_A,0.03895270920019147,High
1IJA-15_A,OpenFold,3.3294478058815,-0.0981660557351538,3.3294478058815,Medium,2KID-4_A,0.03640104631649752,High
2L51-15_B,OpenFold,4.846457839012146,0.8009292851986882,4.846457839012146,Medium,2L50-24_A,0.08659964523392964,Medium
1FMF-4_A,OpenFold,16.602275371551514,7.76937749735832,16.602275371551514,Low,1ID8-11_A,0.04770825921571312,High
2JWW-13_A,OpenFold,2.6619619131088257,0.2971995979122321,2.6619619131088257,Medium,1RTP_1,0.0681894011833737,Medium
2L50-24_A,OpenFold,3.905694782733917,0.0144146551346646,3.905694782733917,Medium,2L51-15_B,0.08659964523392964,Medium
1TJ5_A,OpenFold,0.5786128714680672,-0.2571997953330474,0.5786128714680672,High,1S2O_A,0.09760233185197341,Medium
1URE-8_A,OpenFold,1.4982075989246368,0.0521943971347305,1.4982075989246368,Medium,1AEL-12_A,0.06288195333902961,Medium
1ID8-11_A,OpenFold,17.283194065093994,7.305448798526655,17.283194065093994,Low,1FMF-4_A,0.04770825921571312,High
2ECK_B,OpenFold,22.503516674041748,6.240509326482369,22.503516674041748,Low,4AKE_B,0.3291762292067399,Low
4AKE_B,OpenFold,21.311352252960205,3.222018841410472,21.311352252960205,Low,2ECK_B,0.3291762292067399,Low
1GH1-7_A,OpenFold,2.535277009010315,0.0443816753783865,2.535277009010315,Medium,1CZ2-8_A,0.07158904970082215,Medium
1AJ7_H,OpenFold,2.6196569204330444,0.0292454886361515,2.6196569204330444,Medium,2RCS_H,0.18462676380120685,Low
2RS9-13_B,OpenFold,2.868720293045044,-0.3935576102622362,2.868720293045044,Medium,2D9E-12_A,0.0703582837093622,Medium
1F3Y-17_A,OpenFold,3.3615490794181824,-0.5827619067427348,3.3615490794181824,Medium,1JKN-15_A,0.13437486172689725,Low
1EEJ_B,OpenFold,3.004136979579925,-0.5453518426698567,3.004136979579925,Medium,1TJD_A,0.043229466765339127,High
2UZ5-9_A,OpenFold,3.140295147895813,-0.3470294534189633,3.140295147895813,Medium,2VCD-8_A,0.04817298816635246,High
1XSC-20_A,OpenFold,3.083957433700561,0.1663388713800095,3.083957433700561,Medium,1XSA-23_A,0.050869613067610425,Medium
2LAO_A,OpenFold,4.647368490695953,-1.263570326203014,4.647368490695953,Medium,1LAH_E,0.13537980622580342,Low
1EX7_A,OpenFold,3.3644360303878784,0.5183706673588717,3.3644360303878784,Medium,1EX6_B,0.16869611336829338,Low
2K0G-9_A,OpenFold,3.014959990978241,-0.4652568374724297,3.014959990978241,Medium,2KXL-8_A,0.04472605009379144,High
1ORM-9_A,OpenFold,5.6236618757247925,0.20017760439484,5.6236618757247925,Low,1QJ8_A,0.14533221327640766,Low
2OZW-3_A,OpenFold,3.179282546043396,0.1297911186039657,3.179282546043396,Medium,2AI6-18_A,0.016367604089596224,High
1O03_A,OpenFold,1.0161551088094711,-0.5410874197973614,1.0161551088094711,Medium,1ZOL_A,0.10851958581890321,Low
2KID-4_A,OpenFold,2.392855435609817,-0.413027911197843,2.392855435609817,Medium,1IJA-15_A,0.03640104631649752,High
1W4U-9_A,OpenFold,2.2789366543293,0.8423677612923752,2.2789366543293,Medium,1UR6-4_A,0.09022132710818373,Medium
1XYD-15_B,OpenFold,1.9192026555538175,0.0060006111426069,1.9192026555538175,Medium,1SYM-2_B,0.05023583414862787,Medium
1SYM-2_B,OpenFold,6.31409227848053,-0.0736467351231051,6.31409227848053,Low,1XYD-15_B,0.05023583414862787,Medium
1WUM_A,OpenFold,3.966139256954193,0.2873203099534738,3.966139256954193,Medium,1JM4-15_B,0.029629626130346223,High
2JU3-3_A,OpenFold,3.0446264147758484,-0.4332295024410459,3.0446264147758484,Medium,2JU8-9_A,0.10032063455564244,Low
1LMZ-9_A,OpenFold,3.3966565132141118,-1.5063564604934898,3.3966565132141118,Medium,1P7M-18_A,0.06274836833083083,Medium
2LKD-18_A,OpenFold,4.726607799530029,0.4561122364334991,4.726607799530029,Medium,2LKC-4_A,0.05215333697263924,Medium
2CJO-5_A,OpenFold,1.472180187702179,0.3690096083321337,1.472180187702179,Medium,1ROE-10_A,0.033981202897744374,High
1MUT-11_A,OpenFold,3.69425356388092,-0.0218141102453306,3.69425356388092,Medium,1PUN-7_A,0.042885252294395194,High
1KRX-4_A,OpenFold,3.5106196999549866,0.2665486732684652,3.5106196999549866,Medium,1NTR-7_A,0.10510919737149887,Low
